rank,config_json,Image Recall@1,Image Recall@5,Image Recall@10,Image MRR
74,"{""bbox_weight"": 0.9, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.1, ""source_coefficient"": 0.0, ""weights"": [0.157474, 0.412768, 0.303335, 0.07103, 0.055394]}",0.45714285714285713,0.7285714285714285,0.8,0.5703968253968252
75,"{""bbox_weight"": 0.4, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.6, ""source_coefficient"": 0.0, ""weights"": [0.530855, 0.153755, 0.175801, 0.049794, 0.089795]}",0.45714285714285713,0.7428571428571429,0.8142857142857143,0.5700566893424037
76,"{""bbox_weight"": 0.6, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.4, ""source_coefficient"": 0.01, ""weights"": [0.42, 0.18, 0.28, 0.09, 0.03]}",0.45714285714285713,0.7571428571428571,0.8285714285714286,0.5698015873015875
77,"{""bbox_weight"": 0.1, ""semantic_mode"": ""robust_cosine"", ""siglip_weight"": 0.9, ""source_coefficient"": 0.01, ""weights"": [0.59991, 0.107043, 0.165467, 0.033225, 0.094356]}",0.44285714285714284,0.7571428571428571,0.8571428571428571,0.5697165532879819
78,"{""bbox_weight"": 0.9, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.1, ""source_coefficient"": 0.01, ""weights"": [0.157474, 0.412768, 0.303335, 0.07103, 0.055394]}",0.45714285714285713,0.7428571428571429,0.8,0.5696825396825396
79,"{""bbox_weight"": 0.8, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.2, ""source_coefficient"": 0.01, ""weights"": [0.346572, 0.238582, 0.322453, 0.043833, 0.04856]}",0.44285714285714284,0.7571428571428571,0.8142857142857143,0.5696031746031746
80,"{""bbox_weight"": 0.3, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.7, ""source_coefficient"": 0.01, ""weights"": [0.59991, 0.107043, 0.165467, 0.033225, 0.094356]}",0.45714285714285713,0.7571428571428571,0.8285714285714286,0.5695578231292517
81,"{""bbox_weight"": 0.6, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.4, ""source_coefficient"": 0.0, ""weights"": [0.530855, 0.153755, 0.175801, 0.049794, 0.089795]}",0.44285714285714284,0.7428571428571429,0.8285714285714286,0.569421768707483
82,"{""bbox_weight"": 1.0, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.0, ""source_coefficient"": 0.0, ""weights"": [0.211461, 0.37966, 0.254116, 0.027368, 0.127395]}",0.45714285714285713,0.7285714285714285,0.8,0.569404761904762
83,"{""bbox_weight"": 1.0, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.0, ""source_coefficient"": 0.01, ""weights"": [0.211461, 0.37966, 0.254116, 0.027368, 0.127395]}",0.45714285714285713,0.7285714285714285,0.8,0.569404761904762
84,"{""bbox_weight"": 0.8, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.2, ""source_coefficient"": 0.0, ""weights"": [0.299709, 0.303656, 0.304335, 0.071107, 0.021193]}",0.45714285714285713,0.7571428571428571,0.8,0.5692063492063493
